OBJECTID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,area_km,area_mi,POLY_AREA,geoid_2010,OBJECTID,Boston_tracts_for_data_OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,area_km,area_mi,POLY_AREA,geoid_2010,Boston_tracts_for_data_Shape_Len,Boston_tracts_for_data_Shape_Are,HVI_variables_2011_ExcelToTa_OBJ,GEOID10_1,tract_area,highdev_percent,GEOid,undev_percent,geoid11,hispanic,foreign,english,poverty,black,over65,disability,oldhouse,housing,unwt_housing,unemployed,alone65house,housingdensity,unwt_housingdensity,undev_wt,highdev_wt,hispanic_wt,foreign_wt,english_wt,poverty_wt,black_wt,over65_wt,disability_wt,oldhouse_wt,housingdensity_wt,unemployed_wt,alone65house_wt,factor1,factor2,factor3,factor4,factor5,HVI,factor1_cat,factor2_cat,factor3_cat,factor4_cat,factor5_cat,HVI_cat,OBJECTID,GEOID10,NAMELSAD10,COUNT,AREA,MEAN,GEOid,Shape_Length,Shape_Area
25,6,25,25,025,010104,25025010104,101.04,Census Tract 101.04,G5020,279354,7377,+42.3494322,-071.0937501,3086172.34,70.8488,4804,2136,0174913,147903,0003860,0147903,0.286715948,0.110701203,0.286715948,25025010104,25,25,25,025,010104,25025010104,101.04,Census Tract 101.04,G5020,279354,7377,+42.3494322,-071.0937501,3086172.34,70.8488,4804,2136,0174913,147903,0003860,0147903,0.286715948,0.110701203,0.286715948,25025010104,2872.879365,286715.9487,1123,25025010104,0.286715948,0.477469951,25025010104,0,25025010104,0.096835846,0.227224464,0.156296454,0.174559354,0.047568486,0.086005521,0.022297728,0.952404318,2038,176,0.042684222,0.094736842,7108.080375,613.8479618,0,0.262608473,0.081342111,0.199957528,0.145355702,0.1082268,0.040908898,0.078265024,0.018284137,0.885736016,6112.949123,0.033293693,0.09,-0.367810686,-0.696749629,-0.246440837,0.83907262,0.836175766,0.364247236,3,3,3,4,4,17,25,25025010204,Census Tract 102.04,283,254700,39.476085,25025010204,2872.879365,286715.9487
26,4,26,25,025,000703,25025000703,7.03,Census Tract 7.03,G5020,178020,0,+42.3513290,-071.1282159,1916064.65,43.9868,2791,1418,0174892,147882,0003855,0147882,0.178008955,0.068729367,0.178008955,25025000703,26,26,25,025,000703,25025000703,7.03,Census Tract 7.03,G5020,178020,0,+42.3513290,-071.1282159,1916064.65,43.9868,2791,1418,0174892,147882,0003855,0147882,0.178008955,0.068729367,0.178008955,25025000703,2265.740162,177778.7955,1118,25025000703,0.178008955,0.710816049,25025000703,0,25025000703,0.05532863,0.189751207,0.099517267,0.550686966,0.098403268,0.011511326,0.031934645,0.936378467,1226,94,0.064611957,0.01404741,6887.293946,528.0633205,0,0.390948827,0.046476049,0.166981062,0.092551058,0.341425919,0.08462681,0.010475306,0.026186409,0.870831974,5923.072793,0.050397326,0.01334504,-0.713393297,0.283660828,-1.121413374,0.781631437,0.728371216,-0.041143189,3,4,2,4,4,17,26,25025000703,Census Tract 7.03,197,177300,40.89429192,25025000703,2265.740162,177778.7955
27,6,27,25,025,000504,25025000504,5.04,Census Tract 5.04,G5020,333187,0,+42.3414718,-071.1438264,3586159.72,82.3269,4985,2726,0174872,147862,0003851,0147862,0.333166474,0.12863578,0.333166474,25025000504,27,27,25,025,000504,25025000504,5.04,Census Tract 5.04,G5020,333187,0,+42.3414718,-071.1438264,3586159.72,82.3269,4985,2726,0174872,147862,0003851,0147862,0.333166474,0.12863578,0.333166474,25025000504,3219.643081,332591.7577,1114,25025000504,0.333166474,0.407923665,25025000504,0,25025000504,0.061091073,0.262623986,0.166140667,0.282010821,0.054102795,0.181469793,0.04147881,0.790074973,2801,163,0.026149684,0.149603175,8407.208474,489.2449058,0,0.224358016,0.051316501,0.231109107,0.154510821,0.174846709,0.046528404,0.165137511,0.034012624,0.734769725,7230.199288,0.020396754,0.142123016,-0.338361463,-0.452977632,0.59552336,1.177278962,-0.255800047,0.72566318,3,3,4,5,3,18,27,25025000504,Census Tract 5.04,365,328500,37.97135613,25025000504,3219.643081,332591.7577
28,5,28,25,025,000704,25025000704,7.04,Census Tract 7.04,G5020,239781,0,+42.3500029,-071.1334045,2580833.98,59.2478,4801,2405,0174895,147885,0003856,0147885,0.239768284,0.092574682,0.239768284,25025000704,28,28,25,025,000704,25025000704,7.04,Census Tract 7.04,G5020,239781,0,+42.3500029,-071.1334045,2580833.98,59.2478,4801,2405,0174895,147885,0003856,0147885,0.239768284,0.092574682,0.239768284,25025000704,2119.768048,239761.251,1119,25025000704,0.239768284,0.500216462,25025000704,0,25025000704,0.138068635,0.238095238,0.193934557,0.28651237,0.091779729,0.056930035,0.059324288,0.850727117,2338,133,0.04283054,0.056812711,9751.081163,554.7022218,0,0.275119054,0.115977654,0.20952381,0.180359138,0.17763767,0.078930567,0.051806331,0.048645916,0.791176219,8385.9298,0.033407821,0.053972075,-0.140934578,-0.248930446,-0.624953047,1.527161158,0.152201811,0.664544898,3,3,3,5,4,18,28,25025000703,Census Tract 7.03,197,177300,40.89429192,25025000703,2119.768048,239761.251
29,4,29,25,025,010103,25025010103,101.03,Census Tract 101.03,G5020,273032,0,+42.3497818,-071.1034479,2938702.47,67.4633,4569,528,0174909,147899,0003859,0147899,0.273015477,0.105411443,0.273015477,25025010103,29,29,25,025,010103,25025010103,101.03,Census Tract 101.03,G5020,273032,0,+42.3497818,-071.1034479,2938702.47,67.4633,4569,528,0174909,147899,0003859,0147899,0.273015477,0.105411443,0.273015477,25025010103,2958.651207,272520.084,1122,25025010103,0.273015477,0.709044687,25025010103,0.002289113,25025010103,0.073801674,0.198326148,0.115901598,0.095866092,0.056302308,0.004818666,0.026122242,0.426695842,457,57,0.04818666,0.041942605,1673.897778,208.7793727,-0.001350577,0.389974578,0.061993406,0.17452701,0.107788486,0.059436977,0.048419985,0.004384986,0.021420238,0.396827133,1439.552089,0.037585595,0.039845475,-0.603684408,-0.806670433,-0.997779259,-0.575636513,-2.700220817,-5.68399143,3,3,3,3,1,13,29,25025010204,Census Tract 102.04,283,254700,39.476085,25025010204,2958.651207,272520.084
30,5,30,25,025,000803,25025000803,8.03,Census Tract 8.03,G5020,1158191,0,+42.3594775,-071.1212626,12465804.76,286.1755,6584,946,0174906,147896,0003858,0147896,1.15811579,0.447149218,1.15811579,25025000803,30,30,25,025,000803,25025000803,8.03,Census Tract 8.03,G5020,1158191,0,+42.3594775,-071.1212626,12465804.76,286.1755,6584,946,0174906,147896,0003858,0147896,1.15811579,0.447149218,1.15811579,25025000803,7556.540187,1158115.789,1121,25025000803,1.15811579,0.674912808,25025000803,0.000230175,25025000803,0.114509123,0.233362294,0.158297133,0.103909644,0.076629018,0.01876629,0.039791486,0.676344086,930,91,0.043440487,0.066242038,803.0285123,78.57590819,-0.000135803,0.371202044,0.096187663,0.205358818,0.147216334,0.064423979,0.065900956,0.017077324,0.032629018,0.629,690.6045206,0.033883579,0.062929936,-0.30448588,-0.709335839,-0.781061568,-0.802365885,-1.020858135,-3.618107308,3,3,3,3,2,14,30,25025000703,Census Tract 7.03,197,177300,40.89429192,25025000703,7556.540187,1158115.789
31,11,31,25,025,980300,25025980300,9803,Census Tract 9803,G5020,2075986,27540,+42.3006134,-071.0946130,22640579.76,519.7562,338,2,0175652,148642,0004033,0148642,2.103387104,0.812119053,2.103387104,25025980300,31,31,25,025,980300,25025980300,9803,Census Tract 9803,G5020,2075986,27540,+42.3006134,-071.0946130,22640579.76,519.7562,338,2,0175652,148642,0004033,0148642,2.103387104,0.812119053,2.103387104,25025980300,6459.788458,2103387.1,1296,25025980300,2.103387104,0.040052336,25025980300,0.304306178,25025980300,0.145552561,0.099730458,0.242587601,0.582210243,0.469002695,0.115902965,0.291105121,,0,0,0.188679245,,0,0,-0.179540645,0.022028785,0.122264151,0.087762803,0.225606469,0.36097035,0.403342318,0.105471698,0.238706199,,0,0.147169811,,-0.342093803,2.386405878,,-1.011588141,,,3,6,,2,,,31,25025980300,Census Tract 9803,2318,2086200,29.71649582,25025980300,6459.788458,2103387.1
32,6,32,25,025,120201,25025120201,1202.01,Census Tract 1202.01,G5020,719468,0,+42.3051570,-071.1083675,7743687.53,177.7706,3439,1726,0175444,148434,0003989,0148434,0.719414998,0.277766572,0.719414998,25025120201,32,32,25,025,120201,25025120201,1202.01,Census Tract 1202.01,G5020,719468,0,+42.3051570,-071.1083675,7743687.53,177.7706,3439,1726,0175444,148434,0003989,0148434,0.719414998,0.277766572,0.719414998,25025120201,3825.115016,719415.0007,1252,25025120201,0.719414998,0.327794386,25025120201,0.001438464,25025120201,0.295770948,0.229051747,0.29787234,0.175991594,0.178092987,0.072760704,0.039401103,0.840587903,1769,143,0.066719201,0.07251462,2458.942343,198.7726145,-0.000848694,0.180286913,0.248447597,0.201565537,0.277021277,0.109114789,0.153159968,0.066212241,0.032308905,0.78174675,2114.690415,0.052040977,0.068888889,0.492597245,-0.222944025,-0.447330877,-0.371319576,0.083996171,-0.465001063,4,3,3,3,4,17,32,25025980300,Census Tract 9803,2318,2086200,29.71649582,25025980300,3825.115016,719415.0007
33,7,33,25,025,120104,25025120104,1201.04,Census Tract 1201.04,G5020,290296,0,+42.3056862,-071.1173049,3124502.39,71.7287,2095,1060,0175436,148426,0003987,0148426,0.290276932,0.112076102,0.290276932,25025120104,33,33,25,025,120104,25025120104,1201.04,Census Tract 1201.04,G5020,290296,0,+42.3056862,-071.1173049,3124502.39,71.7287,2095,1060,0175436,148426,0003987,0148426,0.290276932,0.112076102,0.290276932,25025120104,2648.476223,290276.9319,1250,25025120104,0.290276932,0.101409449,25025120104,0.006622671,25025120104,0.244186047,0.15255814,0.205116279,0.221395349,0.140465116,0.06,0.033953488,0.975881262,1078,85,0.041395349,0.055718475,3713.695032,292.8238198,-0.003907376,0.055775197,0.205116279,0.134251163,0.19075814,0.137265116,0.1208,0.0546,0.02784186,0.907569573,3193.777728,0.032288372,0.052932551,-0.071429797,-0.315260209,-0.614327329,-0.044693067,0.994103187,-0.051607214,3,3,3,3,4,16,33,25025120201,Census Tract 1202.01,807,726300,36.41940023,25025120201,2648.476223,290276.9319
34,9,34,25,025,110607,25025110607,1106.07,Census Tract 1106.07,G5020,1171287,0,+42.2902868,-071.1346400,12606722.98,289.4105,5077,2227,0175429,148419,0003985,0148419,1.171207572,0.452203963,1.171207572,25025110607,34,34,25,025,110607,25025110607,1106.07,Census Tract 1106.07,G5020,1171287,0,+42.2902868,-071.1346400,12606722.98,289.4105,5077,2227,0175429,148419,0003985,0148419,1.171207572,0.452203963,1.171207572,25025110607,6206.394471,1171207.568,1248,25025110607,1.171207572,0.210437677,25025110607,0.008346092,25025110607,0.08265557,0.209948931,0.152260261,0.091167013,0.03272177,0.184792888,0.056553811,0.947031963,2190,109,0.031965198,0.085457271,1869.864959,93.06633816,-0.004924194,0.115740722,0.069430679,0.18475506,0.141602043,0.056523548,0.028140723,0.168161528,0.046374125,0.880739726,1608.083865,0.024932854,0.081184408,-0.456227941,-0.842037683,0.244706167,-0.524702076,0.800036391,-0.778225143,3,3,4,3,4,17,34,25025110607,Census Tract 1106.07,1301,1170900,34.57282024,25025110607,6206.394471,1171207.568
35,6,35,25,025,000302,25025000302,3.02,Census Tract 3.02,G5020,589888,46101,+42.3472584,-071.1676863,6845240.11,157.1451,3142,1346,0174852,147842,0003846,0147842,0.635946132,0.245539192,0.635946132,25025000302,35,35,25,025,000302,25025000302,3.02,Census Tract 3.02,G5020,589888,46101,+42.3472584,-071.1676863,6845240.11,157.1451,3142,1346,0174852,147842,0003846,0147842,0.635946132,0.245539192,0.635946132,25025000302,3777.49372,635412.5469,1109,25025000302,0.635946132,0.21407256,25025000302,0.01030384,25025000302,0.017159547,0.313983206,0.160277474,0.147864184,0.039430449,0.103687477,0.060240964,0.921174652,1294,101,0.022270902,0.077669903,2034.763536,158.8184831,-0.006079265,0.117739908,0.01441402,0.276305221,0.14905805,0.091675794,0.033910186,0.094355604,0.04939759,0.856692427,1749.896641,0.017371303,0.073786408,-0.330224079,-0.723892022,-0.247185983,-0.481771756,0.626096439,-1.156977401,3,3,3,3,4,16,35,25025000302,Census Tract 3.02,649,584100,34.39113611,25025000302,3777.49372,635412.5469
36,3,36,25,025,000301,25025000301,3.01,Census Tract 3.01,G5020,572307,0,+42.3541442,-071.1688266,6159816.07,141.4099,2740,1219,0174847,147837,0003845,0147837,0.57226791,0.220952992,0.57226791,25025000301,36,36,25,025,000301,25025000301,3.01,Census Tract 3.01,G5020,572307,0,+42.3541442,-071.1688266,6159816.07,141.4099,2740,1219,0174847,147837,0003845,0147837,0.57226791,0.220952992,0.57226791,25025000301,3678.567322,570123.7188,1108,25025000301,0.57226791,0.218654079,25025000301,0.000651605,25025000301,0.052457662,0.178438662,0.107393639,0.141263941,0.019826518,0.130937629,0.059892606,0.927439533,1199,87,0.034283354,0.102812803,2095.172521,152.0266967,-0.000384447,0.120259743,0.044064436,0.157026022,0.099876084,0.087583643,0.017050805,0.119153242,0.049111937,0.862518766,1801.848368,0.026741016,0.097672163,-0.727834568,-0.762428325,0.047713301,-0.466042258,0.668239763,-1.240352087,3,3,4,3,4,17,36,25025000302,Census Tract 3.02,649,584100,34.39113611,25025000302,3678.567322,570123.7188
37,1,37,25,025,180500,25025180500,1805,Census Tract 1805,G5020,782843,1893415,+42.3673241,-070.9695072,8425911.61,193.4323,3883,2014,0175645,148635,0004031,0148635,0.782795967,0.302238003,0.782795967,25025180500,37,37,25,025,180500,25025180500,1805,Census Tract 1805,G5020,782843,1893415,+42.3673241,-070.9695072,8425911.61,193.4323,3883,2014,0175645,148635,0004031,0148635,0.782795967,0.302238003,0.782795967,25025180500,94.66992575,15.53390199,1294,25025180500,0.782795967,0.591551133,25025180500,0.133732309,25025180500,0.065892451,0.104519061,0.110578137,0.149204746,0.044938147,0.116384751,0.071194143,0.974306269,1946,137,0.035597071,0.066343042,2485.960689,175.0136764,-0.078902062,0.325353123,0.055349659,0.091976774,0.102837667,0.092506943,0.038646806,0.105910124,0.058379197,0.90610483,2137.926192,0.027765716,0.06302589,-0.873353444,-0.642894034,-0.242376324,-0.364265273,0.983508346,-1.139380729,3,3,3,3,4,16,37,25025980101,Census Tract 9801.01,3503,3152700,28.8400217,25025980101,94.66992575,15.53390199
38,2,38,25,025,170800,25025170800,1708,Census Tract 1708,G5020,843082,503599,+42.3958704,-070.9841693,9074299.73,208.3173,5118,2217,0175623,148613,0004026,0148613,0.843033423,0.325495722,0.843033423,25025170800,38,38,25,025,170800,25025170800,1708,Census Tract 1708,G5020,843082,503599,+42.3958704,-070.9841693,9074299.73,208.3173,5118,2217,0175623,148613,0004026,0148613,0.843033423,0.325495722,0.843033423,25025170800,5.80425031,0.008807621,1289,25025170800,0.843033423,0.505802964,25025170800,0.11936145,25025170800,0.26251718,0.284311801,0.316905557,0.143923032,0.130964068,0.104457098,0.063224033,0.876451463,2153,103,0.072256038,0.105263158,2553.872647,122.1778368,-0.070423255,0.27819163,0.220514432,0.250194384,0.294722168,0.08923228,0.112629099,0.095055959,0.051843707,0.815099861,2196.330476,0.056359709,0.1,0.602580661,-0.341661913,-0.084154954,-0.346596632,0.325247317,0.155414479,4,3,3,3,4,17,38,25025981600,Census Tract 9816,643,578700,31.14983912,25025981600,5.80425031,0.008807621
39,7,39,25,025,140400,25025140400,1404,Census Tract 1404,G5020,1878139,12733,+42.2692219,-071.1118088,20351684.25,467.2104,7650,2906,0175534,148524,0004008,0148524,1.890740917,0.730016229,1.890740917,25025140400,39,39,25,025,140400,25025140400,1404,Census Tract 1404,G5020,1878139,12733,+42.2692219,-071.1118088,20351684.25,467.2104,7650,2906,0175534,148524,0004008,0148524,1.890740917,0.730016229,1.890740917,25025140400,8368.355834,1874043.481,1271,25025140400,1.890740917,0.148975566,25025140400,0.005440519,25025140400,0.167871105,0.320104253,0.225565691,0.093353868,0.784504206,0.120601824,0.056391423,0.908483634,2994,143,0.106977846,0.101479915,1583.506219,75.63172654,-0.003209906,0.081936561,0.141011728,0.281691743,0.209776093,0.057879398,0.674673617,0.10974766,0.046240967,0.84488978,1361.815348,0.08344272,0.09640592,0.221753675,1.451362214,-0.016931201,-0.599263067,0.540725029,1.597646649,4,5,3,3,4,19,39,25025140400,Census Tract 1404,2099,1889100,34.37607431,25025140400,8368.355834,1874043.481
40,7,40,25,025,140300,25025140300,1403,Census Tract 1403,G5020,1547361,41485,+42.2587734,-071.1188131,17100930.39,392.5833,6382,2525,0175527,148517,0004007,0148517,1.588734778,0.613411474,1.588734778,25025140300,40,40,25,025,140300,25025140300,1403,Census Tract 1403,G5020,1547361,41485,+42.2587734,-071.1188131,17100930.39,392.5833,6382,2525,0175527,148517,0004007,0148517,1.588734778,0.613411474,1.588734778,25025140300,7429.518681,1580876.672,1270,25025140300,1.588734778,0.245382639,25025140300,0.012307431,25025140300,0.219093079,0.30230708,0.289260143,0.150198886,0.576133652,0.151630867,0.04884646,0.847808765,2510,121,0.077804296,0.166741171,1579.873516,76.16123323,-0.007261384,0.134960452,0.184038186,0.266030231,0.269011933,0.093123309,0.49547494,0.137984089,0.040054097,0.788462151,1358.691224,0.060687351,0.158404113,0.469813578,0.889927458,0.529664332,-0.600193988,0.132570302,1.421781682,4,4,4,3,4,19,40,25025140400,Census Tract 1404,2099,1889100,34.37607431,25025140400,7429.518681,1580876.672
41,4,41,25,025,140201,25025140201,1402.01,Census Tract 1402.01,G5020,1329071,86300,+42.2375306,-071.1305713,15233749.25,349.7188,2072,935,0175518,148508,0004005,0148508,1.415267263,0.54643556,1.415267263,25025140201,41,41,25,025,140201,25025140201,1402.01,Census Tract 1402.01,G5020,1329071,86300,+42.2375306,-071.1305713,15233749.25,349.7188,2072,935,0175518,148508,0004005,0148508,1.415267263,0.54643556,1.415267263,25025140201,7165.322769,1411314.14,1268,25025140201,1.415267263,0.320558888,25025140201,0.104578945,25025140201,0.234361968,0.209758132,0.288990826,0.077981651,0.218098415,0.100917431,0.039199333,0.950733753,954,90,0.036280234,0.070212766,674.077628,63.59222906,-0.061701578,0.176307388,0.196864053,0.184587156,0.268761468,0.048348624,0.187564637,0.091834862,0.032143453,0.88418239,579.7067601,0.028298582,0.066702128,0.272548529,-0.386179683,-0.30536833,-0.836014884,0.824938014,-0.430076354,4,3,3,3,4,17,41,25025140300,Census Tract 1403,1763,1586700,35.90661901,25025140300,7165.322769,1411314.14
42,3,42,25,025,140202,25025140202,1402.02,Census Tract 1402.02,G5020,1538700,17101,+42.2495181,-071.1175430,16745324.86,384.4198,5600,2081,0175521,148511,0004006,0148511,1.555697802,0.600655877,1.555697802,25025140202,42,42,25,025,140202,25025140202,1402.02,Census Tract 1402.02,G5020,1538700,17101,+42.2495181,-071.1175430,16745324.86,384.4198,5600,2081,0175521,148511,0004006,0148511,1.555697802,0.600655877,1.555697802,25025140202,5643.907094,1555525.253,1269,25025140202,1.555697802,0.072328162,25025140202,0.014473432,25025140202,0.284021721,0.262135922,0.246338654,0.086391312,0.389830508,0.10926444,0.05496133,0.950957496,2141,152,0.057429653,0.102168675,1376.231295,97.70535113,-0.008539325,0.039780489,0.238578246,0.230679612,0.229094948,0.053562613,0.335254237,0.09943064,0.04506829,0.884390472,1183.558913,0.044795129,0.097060241,0.410441454,0.205869773,-0.075462925,-0.653239861,0.826443121,0.714051561,4,4,3,3,4,18,42,25025140300,Census Tract 1403,1763,1586700,35.90661901,25025140300,5643.907094,1555525.253
43,6,43,25,025,140102,25025140102,1401.02,Census Tract 1401.02,G5020,2080064,75318,+42.2446858,-071.1424773,23198637.86,532.5674,4401,1654,0175504,148494,0004001,0148494,2.155232617,0.832136637,2.155232617,25025140102,43,43,25,025,140102,25025140102,1401.02,Census Tract 1401.02,G5020,2080064,75318,+42.2446858,-071.1424773,23198637.86,532.5674,4401,1654,0175504,148494,0004001,0148494,2.155232617,0.832136637,2.155232617,25025140102,8973.330702,2153569.21,1264,25025140102,2.155232617,0.200809166,25025140102,0.05899384,25025140102,0.181675978,0.244469274,0.198435754,0.093407821,0.42122905,0.121787709,0.061452514,0.925861062,1713,128,0.053854749,0.084832905,794.8097974,59.39034096,-0.034806366,0.110445041,0.152607821,0.215132961,0.184545251,0.057912849,0.362256983,0.110826816,0.050391061,0.861050788,683.5364258,0.042006704,0.08059126,-0.007953241,0.31590941,-0.106191408,-0.804594997,0.657621525,0.05479129,3,4,3,3,4,17,43,25025140300,Census Tract 1403,1763,1586700,35.90661901,25025140300,8973.330702,2153569.21
44,6,44,25,025,100800,25025100800,1008,Census Tract 1008,G5020,1765783,141896,+42.2771920,-071.0638243,19049295.24,437.3116,5546,2702,0175363,148353,0003971,0148353,1.769744524,0.683299448,1.769744524,25025100800,44,44,25,025,100800,25025100800,1008,Census Tract 1008,G5020,1765783,141896,+42.2771920,-071.0638243,19049295.24,437.3116,5546,2702,0175363,148353,0003971,0148353,1.769744524,0.683299448,1.769744524,25025100800,8315.539962,1744219.45,1234,25025100800,1.769744524,0.125556311,25025100800,0.248605947,25025100800,0.010973507,0.231854523,0.135601191,0.073052203,0.410252391,0.121649161,0.111773005,0.842371656,2766,132,0.064586926,0.120862202,1562.937454,74.58703683,-0.146677509,0.069055971,0.009217746,0.20403198,0.126109108,0.045292366,0.352817056,0.110700737,0.091653864,0.78340564,1344.12621,0.050377802,0.114819092,-0.617863418,0.405446622,0.100379701,-0.604665316,0.095995327,-0.620707083,3,4,4,3,4,18,44,25025100800,Census Tract 1008,1944,1749600,32.83562485,25025100800,8315.539962,1744219.45
